Command: ['unet.py', '--hpu', '--use_lazy_mode', '--run-name', '128-duped-128-2', '--epochs', '50', '--image-size', '128', '--cache-path', 'kaggle_duped_cache', '--weights-file', '128-b-128-2.pt']
Begin CSV
type,epoch,time,loss,dsc
eval,35,0.8109309673309326,0.9223252634207407, 0.15731135886249797
train,36,140.7180426120758,0.12938662133085618,
eval,36,0.7970066070556641,0.9261030952135721, 0.15140903785225945
train,37,133.89247798919678,0.1237217078515149,
eval,37,0.7998595237731934,0.9166583567857742, 0.1420730641496242
train,38,141.23469734191895,0.11878972452714903,
eval,38,1.0071756839752197,0.9172577758630117, 0.14288234256482626
train,39,135.2625768184662,0.11864198238477794,
eval,39,0.8214809894561768,0.9107996920744578, 0.1596731101681597
train,40,138.55791902542114,0.1152359460471967,
eval,40,0.8003087043762207,0.9185857574144999, 0.1344155844155844
train,41,137.39527535438538,0.12377096644235314,
eval,41,0.8177363872528076,0.9284814347823461, 0.1458625525946704
train,42,133.85537815093994,0.1266459937489361,
eval,42,0.8458347320556641,0.9057078609863917, 0.1387459224356651
train,43,139.54485201835632,0.11474197528777866,
eval,43,0.8026161193847656,0.9115353226661682, 0.12977676882330685
train,44,146.61433267593384,0.11268345095695706,
eval,44,1.6522483825683594,0.9183781693379084, 0.14339214980194454
train,45,142.26705145835876,0.1093303511995788,
eval,45,0.8169989585876465,0.8912963519493738, 0.1383143172616857
train,46,139.24953532218933,0.10536881187640199,
eval,46,0.8643648624420166,0.9019333769877752, 0.1449683830171635
train,47,143.94359254837036,0.10509207926758933,
eval,47,0.8151860237121582,0.9134614864985148, 0.12311320754716981
train,48,139.83560061454773,0.10631168462814541,
eval,48,0.8054556846618652,0.8910625080267588, 0.1394441376771581
train,49,136.03080487251282,0.10180601942429848,
eval,49,0.8281004428863525,0.9262652496496836, 0.1407068302508698
train,50,142.09023022651672,0.09865274205120332,
eval,50,0.775407075881958,0.8981886754433314, 0.12380394454208163
total_train_time,50,6733.784337520599,,
total_eval_time,50,50.57295608520508,,
End CSV

Best validation mean DSC: 0.1596731101681597

