Command: ['unet.py', '--hpu', '--use_lazy_mode', '--run-name', '128-batch-256-1', '--epochs', '50', '--image-size', '128', '--batch-size', '256', '--cache-path', 'kaggle_duped_cache', '--weights-file', '128-b-256-1.pt']
Begin CSV
type,epoch,time,loss,dsc
eval,26,0.7607705593109131,0.9628517627716064, 0.09245690847871421
train,27,136.16555404663086,0.6513083731686627,
eval,27,0.7481894493103027,0.9697571992874146, 0.137429401708887
train,28,133.29920864105225,0.599911528605002,
eval,28,0.7634885311126709,0.9739768107732137, 0.11803402646502836
train,29,135.7600884437561,0.5616317060258653,
eval,29,0.7613048553466797,0.9615377982457479, 0.148289014372011
train,30,134.19739961624146,0.5152641115365205,
eval,30,0.7519867420196533,0.9622247219085693, 0.1448338838839514
train,31,137.91380548477173,0.46290750415236864,
eval,31,0.757882833480835,0.9664523601531982, 0.12496233440527663
train,32,133.9229154586792,0.42658312453163993,
eval,32,0.7923896312713623,0.9536038637161255, 0.1482603809604245
train,33,125.72040033340454,0.3965476387076908,
eval,33,0.7606709003448486,0.9614822864532471, 0.12908343173577844
train,34,131.89158511161804,0.37423871402387265,
eval,34,0.8206865787506104,0.9172736605008444, 0.21636372719604097
train,35,130.20070338249207,0.3750801494827977,
eval,35,0.7593305110931396,0.9897113839785258, 0.021530698065601345
train,36,131.5674250125885,0.338597548228723,
eval,36,0.7517359256744385,0.9670464992523193, 0.10845320197044335
train,37,139.05762100219727,0.31395873537770025,
eval,37,0.7505865097045898,0.9497966368993124, 0.14596580923470204
train,38,127.3585114479065,0.2887807411176187,
eval,38,0.7537822723388672,0.9583341479301453, 0.12820133234641007
train,39,132.35146594047546,0.268864451735108,
eval,39,0.7466309070587158,0.9590150912602743, 0.12295946296408242
train,40,132.07853245735168,0.2521100772751702,
eval,40,0.769752025604248,0.9543955326080322, 0.13239972906609684
train,41,125.30106568336487,0.23921460465148645,
eval,41,0.7487459182739258,0.9534086187680563, 0.13352384354348992
train,42,127.54014229774475,0.22895280299363313,
eval,42,0.7151899337768555,0.9457188844680786, 0.13994611555934316
train,43,125.92636394500732,0.21871845368985776,
eval,43,0.75742506980896,0.9498340090115865, 0.13702633862286806
train,44,124.86805295944214,0.206589721971088,
eval,44,0.7419452667236328,0.9565781553586324, 0.12404953749713325
train,45,126.07591223716736,0.1972831873982041,
eval,45,0.7503683567047119,0.9541547497113546, 0.12634428996074548
train,46,129.41282105445862,0.19039942600108958,
eval,46,0.7570011615753174,0.9699296553929647, 0.09278717720391808
train,47,125.6022732257843,0.18132404155201381,
eval,47,0.7409932613372803,0.9613171815872192, 0.11091350040420371
train,48,131.71759510040283,0.1734468142191569,
eval,48,0.7672348022460938,0.9609096844991049, 0.11095059567217183
train,49,120.35383176803589,0.1673126154475742,
eval,49,0.7453200817108154,0.9717822472254435, 0.08611301761610615
train,50,116.82048606872559,0.16443264925921405,
eval,50,0.7275393009185791,0.9623475869496664, 0.10529455506899114
total_train_time,50,6105.786767721176,,
total_eval_time,50,48.25838327407837,,
End CSV

Best validation mean DSC: 0.23085542669076958

